OBJECTID,ID,Year,Reported Date,Occurred Date,Weekday,Hate Crime Type,Hate Crime Motivation,Hate Crime Status,Offence Category,Neighbourhood,Sector,Division,Census Tract,Ward,Councillor,Offence Type
594,1594,2021,5/17/2021 12:00:00 AM,5/17/2021 12:00:00 AM,Monday,Race/Ethnicity,Black,Hatecrime Happened,"Disturbance Causing, Loiter Etc",Cummings,Sector 32,East,5050012.00,Ward 11 - Beacon Hill-Cyrville,Tim Tierney,Criminal
595,1595,2022,5/4/2022 12:00:00 AM,4/30/2022 12:00:00 AM,Saturday,Race/Ethnicity,East and Southeast Asian,Hatecrime Suspected,Assault Level 1,Orléans Central,Sector 31,East,5050124.01,Ward 2 - Orléans West-Innes,Laura Dudas,Criminal
596,1596,2020,5/2/2020 12:00:00 AM,3/18/2020 12:00:00 AM,Wednesday,Race/Ethnicity,Black,Hatecrime Suspected,Dispute- Neighbour,Orléans Avalon - Notting Gate - Fallingbrook - Gardenway South,Sector 31,East,5050171.12,Ward 19 - Orléans South-Navan,Catherine Kitts,Non Criminal
597,1597,2021,10/2/2021 12:00:00 AM,9/30/2021 12:00:00 AM,Thursday,Race/Ethnicity,"Arab(West Asian,Middle Eastern and North African origins)",Hatecrime Suspected,Assault Level 1,Metcalfe,Sector 36,East,5050190.02,Ward 20 - Osgoode,George Darouze,Criminal
598,1598,2020,2/22/2020 12:00:00 AM,2/22/2020 12:00:00 AM,Saturday,Race/Ethnicity,Black,Hatecrime Happened,Mischief To Property,Ledbury - Heron Gate - Ridgemont - Elmwood,Sector 34,East,5050007.02,Ward 18 - Alta Vista,Marty Carr,Criminal
599,1599,2021,2/23/2021 12:00:00 AM,2/23/2021 12:00:00 AM,Tuesday,Race/Ethnicity,Black,Hatecrime Happened,Assault With Weapon Or Cbh Lv2,Ledbury - Heron Gate - Ridgemont - Elmwood,Sector 34,East,5050007.02,Ward 18 - Alta Vista,Marty Carr,Criminal
600,1600,2022,5/9/2022 12:00:00 AM,5/8/2022 12:00:00 AM,Sunday,Sexual Orientation,LGBTQ2+,Hatecrime Happened,Threats Utter To Person,Cummings,Sector 32,East,5050061.00,Ward 13 - Rideau-Rockcliffe,Rawlson King,Criminal
601,1601,2023,12/12/2023 12:00:00 AM,12/9/2023 12:00:00 AM,Saturday,Sexual Orientation,LGBTQ2+,Hatecrime Happened,Mischief To Property,Orléans Village - Chateauneuf,Sector 31,East,5050125.08,Ward 2 - Orléans West-Innes,Laura Dudas,Criminal
602,1602,2023,10/16/2023 12:00:00 AM,10/16/2023 12:00:00 AM,Monday,Race/Ethnicity,Black,Hatecrime Happened,Mischief To Property,Orléans Chapel Hill South,Sector 31,East,5050125.10,Ward 19 - Orléans South-Navan,Catherine Kitts,Criminal
603,1603,2023,9/25/2023 12:00:00 AM,9/25/2023 12:00:00 AM,Monday,Sexual Orientation,LGBTQ2+,Hatecrime Suspected,Mischief To Property,Carson Grove - Carson Meadows,Sector 32,East,5050062.01,Ward 13 - Rideau-Rockcliffe,Rawlson King,Criminal
604,1604,2022,10/1/2022 12:00:00 AM,10/1/2022 12:00:00 AM,Saturday,Religion,Muslim (Islam),Hatecrime Happened,Threats Utter To Person,East Industrial,Sector 33,East,5050011.01,Ward 18 - Alta Vista,Marty Carr,Criminal
605,1605,2020,3/18/2020 12:00:00 AM,3/18/2020 12:00:00 AM,Wednesday,Race/Ethnicity,East and Southeast Asian,Hatecrime Happened,Dispute- Disturbance,Orléans Central,Sector 31,East,5050170.10,Ward 1 - Orléans East-Cumberland,Matthew Luloff,Non Criminal
606,1606,2019,2/19/2019 12:00:00 AM,2/19/2019 12:00:00 AM,Tuesday,Gender,Man,Hatecrime Happened,Theft < $5000,Orléans Central,Sector 31,East,5050170.10,Ward 1 - Orléans East-Cumberland,Matthew Luloff,Criminal
607,1607,2019,8/27/2019 12:00:00 AM,8/3/2019 12:00:00 AM,Saturday,Race/Ethnicity,Black,Hatecrime Suspected,Mischief To Property,Carson Grove - Carson Meadows,Sector 32,East,5050062.01,Ward 13 - Rideau-Rockcliffe,Rawlson King,Criminal
608,1608,2019,5/4/2019 12:00:00 AM,5/3/2019 12:00:00 AM,Friday,Race/Ethnicity,Black,Hatecrime Happened,Mischief To Property,Carson Grove - Carson Meadows,Sector 32,East,5050062.01,Ward 13 - Rideau-Rockcliffe,Rawlson King,Criminal
609,1609,2023,8/26/2023 12:00:00 AM,8/26/2022 12:00:00 AM,Friday,Unknown,Unknown,Hatecrime Suspected,Mischief To Property,Greenboro East,Sector 35,East,5050001.05,Ward 10 - Gloucester-Southgate,Jessica Bradley,Criminal
610,1610,2021,3/16/2021 12:00:00 AM,3/8/2021 12:00:00 AM,Monday,Race/Ethnicity,East and Southeast Asian,Hatecrime Happened,Threats Utter To Person,Orléans Avalon - Notting Gate - Fallingbrook - Gardenway South,Sector 31,East,5050171.15,Ward 19 - Orléans South-Navan,Catherine Kitts,Criminal
611,1611,2023,5/16/2023 12:00:00 AM,5/11/2023 12:00:00 AM,Thursday,Race/Ethnicity,Black,Hatecrime Happened,Mischief To Property,Orléans Avalon - Notting Gate - Fallingbrook - Gardenway South,Sector 31,East,5050170.08,Ward 1 - Orléans East-Cumberland,Matthew Luloff,Criminal
612,1612,2023,3/23/2023 12:00:00 AM,1/25/2023 12:00:00 AM,Wednesday,Race/Ethnicity,Black,Hatecrime Happened,Threats Utter To Person,Orléans Avalon - Notting Gate - Fallingbrook - Gardenway South,Sector 31,East,5050170.08,Ward 1 - Orléans East-Cumberland,Matthew Luloff,Criminal
613,1613,2023,3/23/2023 12:00:00 AM,3/22/2023 12:00:00 AM,Wednesday,Race/Ethnicity,Black,Hatecrime Happened,Mischief To Property,Orléans Avalon - Notting Gate - Fallingbrook - Gardenway South,Sector 31,East,5050170.08,Ward 1 - Orléans East-Cumberland,Matthew Luloff,Criminal
614,1614,2023,3/15/2023 12:00:00 AM,3/14/2023 12:00:00 AM,Tuesday,Race/Ethnicity,Black,Hatecrime Happened,Mischief To Property,Orléans Avalon - Notting Gate - Fallingbrook - Gardenway South,Sector 31,East,5050170.08,Ward 1 - Orléans East-Cumberland,Matthew Luloff,Criminal
615,1615,2018,7/30/2018 12:00:00 AM,7/30/2018 12:00:00 AM,Monday,Religion,Jewish,Hatecrime Happened,Mischief To Property,Orléans Avalon - Notting Gate - Fallingbrook - Gardenway South,Sector 31,East,5050171.11,Ward 19 - Orléans South-Navan,Catherine Kitts,Criminal
616,1616,2021,6/1/2021 12:00:00 AM,5/16/2021 12:00:00 AM,Sunday,Religion,Other Religion,Hatecrime Happened,Mischief Hate Cultrl/ Rel Prop,Cummings,Sector 32,East,5050122.01,Ward 11 - Beacon Hill-Cyrville,Tim Tierney,Criminal
617,1617,2022,2/13/2022 12:00:00 AM,2/12/2022 12:00:00 AM,Saturday,Other Similar Factor,non,Hatecrime Suspected,Mischief To Property,Cummings,Sector 32,East,5050122.01,Ward 11 - Beacon Hill-Cyrville,Tim Tierney,Criminal
618,1618,2023,11/17/2023 12:00:00 AM,11/17/2023 12:00:00 AM,Friday,Religion,Jewish,Hatecrime Happened,Mischief To Property,Orléans Avalon - Notting Gate - Fallingbrook - Gardenway South,Sector 31,East,5050171.15,Ward 19 - Orléans South-Navan,Catherine Kitts,Criminal
619,1619,2023,7/4/2023 12:00:00 AM,7/4/2023 12:00:00 AM,Tuesday,Sexual Orientation,LGBTQ2+,Hatecrime Suspected,B&e Non- Res.prop/ Commercial,Orléans Avalon - Notting Gate - Fallingbrook - Gardenway South,Sector 31,East,5050171.15,Ward 19 - Orléans South-Navan,Catherine Kitts,Criminal
620,1620,2023,8/20/2023 12:00:00 AM,8/20/2023 12:00:00 AM,Sunday,Sexual Orientation,LGBTQ2+,Hatecrime Suspected,Harass Communications,Orléans Avalon - Notting Gate - Fallingbrook - Gardenway South,Sector 31,East,5050170.12,Ward 1 - Orléans East-Cumberland,Matthew Luloff,Criminal
621,1621,2024,1/27/2024 12:00:00 AM,1/27/2024 12:00:00 AM,Saturday,Race/Ethnicity,Black,Hatecrime Happened,Threats Utter To Person,South Keys - Heron Gate - Greenboro West,Sector 35,East,5050001.05,Ward 10 - Gloucester-Southgate,Jessica Bradley,Criminal
622,1622,2023,6/11/2023 12:00:00 AM,6/11/2023 12:00:00 AM,Sunday,Sexual Orientation,LGBTQ2+,Hatecrime Happened,Mischief To Property,Orléans Avalon - Notting Gate - Fallingbrook - Gardenway South,Sector 31,East,5050171.15,Ward 19 - Orléans South-Navan,Catherine Kitts,Criminal
623,1623,2023,11/17/2023 12:00:00 AM,11/17/2023 12:00:00 AM,Friday,Religion,Jewish,Hatecrime Happened,Mischief Hate Cultrl/ Rel Prop,Orléans Avalon - Notting Gate - Fallingbrook - Gardenway South,Sector 31,East,5050171.15,Ward 19 - Orléans South-Navan,Catherine Kitts,Criminal
624,1624,2018,6/7/2018 12:00:00 AM,6/7/2018 12:00:00 AM,Thursday,Race/Ethnicity,Black,Hatecrime Happened,Mischief To Property,Orléans Avalon - Notting Gate - Fallingbrook - Gardenway South,Sector 31,East,5050171.15,Ward 19 - Orléans South-Navan,Catherine Kitts,Criminal
625,1625,2022,9/16/2022 12:00:00 AM,9/16/2022 12:00:00 AM,Friday,Sexual Orientation,LGBTQ2+,Hatecrime Happened,Harass Communications,Orléans Avalon - Notting Gate - Fallingbrook - Gardenway South,Sector 31,East,5050171.07,Ward 19 - Orléans South-Navan,Catherine Kitts,Criminal
626,1626,2022,9/16/2022 12:00:00 AM,9/16/2022 12:00:00 AM,Friday,Sexual Orientation,LGBTQ2+,Hatecrime Happened,Harass Communications,Orléans Avalon - Notting Gate - Fallingbrook - Gardenway South,Sector 31,East,5050171.07,Ward 19 - Orléans South-Navan,Catherine Kitts,Criminal
627,1627,2018,12/9/2018 12:00:00 AM,12/9/2018 12:00:00 AM,Sunday,Race/Ethnicity,Multiple Races/Ethnicities,Hatecrime Happened,Mischief To Property,Orléans Avalon - Notting Gate - Fallingbrook - Gardenway South,Sector 31,East,5050170.13,Ward 1 - Orléans East-Cumberland,Matthew Luloff,Criminal
628,1628,2021,2/13/2021 12:00:00 AM,2/11/2021 12:00:00 AM,Thursday,Race/Ethnicity,Black,Hatecrime Suspected,Threats Utter To Person,Orléans Queenswood Heights,Sector 31,East,5050170.05,Ward 1 - Orléans East-Cumberland,Matthew Luloff,Criminal
629,1629,2023,8/19/2023 12:00:00 AM,8/18/2023 12:00:00 AM,Friday,Religion,Muslim (Islam),Hatecrime Happened,Dispute- Disturbance,Orléans Avalon - Notting Gate - Fallingbrook - Gardenway South,Sector 31,East,5050170.09,Ward 1 - Orléans East-Cumberland,Matthew Luloff,Non Criminal
630,1630,2020,6/5/2020 12:00:00 AM,6/5/2020 12:00:00 AM,Friday,Race/Ethnicity,White,Hatecrime Happened,Suspicious Circumstance( S),Elmvale - Eastway - Riverview - Riverview Park West,Sector 33,East,5050009.00,Ward 18 - Alta Vista,Marty Carr,Non Criminal
631,1631,2018,5/2/2018 12:00:00 AM,5/2/2018 12:00:00 AM,Wednesday,Religion,Jewish,Hatecrime Happened,Mischief To Property,Metcalfe,Sector 36,East,5050190.01,Ward 20 - Osgoode,George Darouze,Criminal
632,1632,2021,12/18/2021 12:00:00 AM,12/17/2021 12:00:00 AM,Friday,Religion,Other Religion,Hatecrime Happened,Mischief To Property,Riverside South - Leitrim,Sector 35,East,5050126.07,Ward 22 - Riverside South-Findlay Creek,Steve Desroches,Criminal
633,1633,2019,10/20/2019 12:00:00 AM,10/20/2019 12:00:00 AM,Sunday,Religion,Jewish,Hatecrime Happened,Mischief To Property,Cumberland,Sector 37,East,5050171.06,Ward 1 - Orléans East-Cumberland,Matthew Luloff,Criminal
634,1634,2023,6/16/2023 12:00:00 AM,6/16/2023 12:00:00 AM,Friday,Race/Ethnicity,Black,Hatecrime Happened,Mischief To Property,Orléans Avalon - Notting Gate - Fallingbrook - Gardenway South,Sector 31,East,5050171.05,Ward 1 - Orléans East-Cumberland,Matthew Luloff,Criminal
635,1635,2023,7/5/2023 12:00:00 AM,7/5/2023 12:00:00 AM,Wednesday,Religion,Jewish,Hatecrime Happened,Mischief To Property,Orléans Avalon - Notting Gate - Fallingbrook - Gardenway South,Sector 31,East,5050171.05,Ward 1 - Orléans East-Cumberland,Matthew Luloff,Criminal
636,1636,2022,9/29/2022 12:00:00 AM,9/29/2022 12:00:00 AM,Thursday,Religion,Jewish,Hatecrime Suspected,Mischief To Property,Orléans Avalon - Notting Gate - Fallingbrook - Gardenway South,Sector 31,East,5050171.07,Ward 19 - Orléans South-Navan,Catherine Kitts,Criminal
637,1637,2023,3/9/2023 12:00:00 AM,3/9/2023 12:00:00 AM,Thursday,Race/Ethnicity,White,Hatecrime Happened,Threats Utter To Person,Hunt Club Park,Sector 33,East,5050001.07,Ward 10 - Gloucester-Southgate,Jessica Bradley,Criminal
638,1638,2019,10/11/2019 12:00:00 AM,10/11/2019 12:00:00 AM,Friday,Race/Ethnicity,Black,Hatecrime Happened,Mischief To Property,Orléans Avalon - Notting Gate - Fallingbrook - Gardenway South,Sector 31,East,5050171.05,Ward 1 - Orléans East-Cumberland,Matthew Luloff,Criminal
639,1639,2018,8/15/2018 12:00:00 AM,8/15/2018 12:00:00 AM,Wednesday,Race/Ethnicity,Black,Hatecrime Happened,Mischief To Property,Hawthorne Meadows - Sheffield Glen,Sector 33,East,5050010.00,Ward 18 - Alta Vista,Marty Carr,Criminal
640,1640,2021,6/17/2021 12:00:00 AM,6/17/2021 12:00:00 AM,Thursday,Race/Ethnicity,Multiple Races/Ethnicities,Hatecrime Happened,Mischief To Property,Orléans Avalon - Notting Gate - Fallingbrook - Gardenway South,Sector 31,East,5050171.05,Ward 1 - Orléans East-Cumberland,Matthew Luloff,Criminal
641,1641,2020,2/7/2020 12:00:00 AM,2/7/2020 12:00:00 AM,Friday,Race/Ethnicity,Black,Hatecrime Happened,Mischief To Property,Metcalfe,Sector 36,East,5050190.01,Ward 20 - Osgoode,George Darouze,Criminal
642,1642,2018,8/25/2018 12:00:00 AM,8/25/2018 12:00:00 AM,Saturday,Race/Ethnicity,Multiple Races/Ethnicities,Hatecrime Happened,Mischief To Property,Orléans Avalon - Notting Gate - Fallingbrook - Gardenway South,Sector 31,East,5050170.12,Ward 1 - Orléans East-Cumberland,Matthew Luloff,Criminal
643,1643,2022,3/29/2022 12:00:00 AM,3/29/2022 12:00:00 AM,Tuesday,Religion,Jewish,Hatecrime Happened,Mischief To Property,Metcalfe,Sector 36,East,5050190.01,Ward 20 - Osgoode,George Darouze,Criminal
644,1644,2022,8/1/2022 12:00:00 AM,8/1/2022 12:00:00 AM,Monday,Religion,Jewish,Hatecrime Happened,Mischief To Property,Navan - Carlsbad Springs,Sector 37,East,5050171.03,Ward 19 - Orléans South-Navan,Catherine Kitts,Criminal
645,1645,2023,11/22/2023 12:00:00 AM,11/22/2023 12:00:00 AM,Wednesday,Race/Ethnicity,Black,Hatecrime Suspected,Mischief To Property,Orléans Avalon - Notting Gate - Fallingbrook - Gardenway South,Sector 31,East,5050171.05,Ward 1 - Orléans East-Cumberland,Matthew Luloff,Criminal
646,1646,2022,5/13/2022 12:00:00 AM,9/20/2021 12:00:00 AM,Monday,Language,English,Hatecrime Happened,Threats Utter To Person,Navan - Carlsbad Springs,Sector 37,East,5050171.03,Ward 19 - Orléans South-Navan,Catherine Kitts,Criminal
647,1647,2021,5/23/2021 12:00:00 AM,5/22/2021 12:00:00 AM,Saturday,Race/Ethnicity,Black,Hatecrime Happened,Information ( General),Orléans Avalon - Notting Gate - Fallingbrook - Gardenway South,Sector 31,East,5050170.13,Ward 1 - Orléans East-Cumberland,Matthew Luloff,Non Criminal
648,1648,2018,2/20/2018 12:00:00 AM,2/17/2018 12:00:00 AM,Saturday,Gender,Man,Hatecrime Happened,Mischief To Property,Hawthorne Meadows - Sheffield Glen,Sector 33,East,5050010.00,Ward 18 - Alta Vista,Marty Carr,Criminal
649,1649,2023,4/23/2023 12:00:00 AM,3/23/2023 12:00:00 AM,Thursday,Other Similar Factor,non,Hatecrime Suspected,Threatening Communications,Pineview,Sector 32,East,5050122.02,Ward 11 - Beacon Hill-Cyrville,Tim Tierney,Criminal
650,1650,2022,8/5/2022 12:00:00 AM,8/5/2022 12:00:00 AM,Friday,Religion,Catholic,Hatecrime Suspected,Mischief To Property,Orléans Avalon - Notting Gate - Fallingbrook - Gardenway South,Sector 31,East,5050171.07,Ward 19 - Orléans South-Navan,Catherine Kitts,Criminal
651,1651,2022,12/6/2022 12:00:00 AM,12/3/2022 12:00:00 AM,Saturday,Religion,Jewish,Hatecrime Suspected,Harass Communications,Pineview,Sector 32,East,5050122.02,Ward 11 - Beacon Hill-Cyrville,Tim Tierney,Criminal
652,1652,2022,9/12/2022 12:00:00 AM,9/12/2022 12:00:00 AM,Monday,Race/Ethnicity,Other race/ethnicity,Hatecrime Suspected,Dispute- Disturbance,Orléans Avalon - Notting Gate - Fallingbrook - Gardenway South,Sector 31,East,5050171.11,Ward 19 - Orléans South-Navan,Catherine Kitts,Non Criminal
653,1653,2020,6/16/2020 12:00:00 AM,6/10/2020 12:00:00 AM,Wednesday,Religion,Catholic,Hatecrime Happened,B&e Non- Res.prop/ Commercial,Vars,Sector 37,East,5050171.03,Ward 19 - Orléans South-Navan,Catherine Kitts,Criminal
654,1654,2020,12/9/2020 12:00:00 AM,4/29/2020 12:00:00 AM,Wednesday,Race/Ethnicity,East and Southeast Asian,Hatecrime Happened,Harass Crim Stalking,Orléans Avalon - Notting Gate - Fallingbrook - Gardenway South,Sector 31,East,5050171.05,Ward 1 - Orléans East-Cumberland,Matthew Luloff,Criminal
655,1655,2022,6/1/2022 12:00:00 AM,6/1/2022 12:00:00 AM,Wednesday,Religion,Muslim (Islam),Hatecrime Suspected,Harass Harrassment,Orléans Avalon - Notting Gate - Fallingbrook - Gardenway South,Sector 31,East,5050171.11,Ward 19 - Orléans South-Navan,Catherine Kitts,Non Criminal
656,1656,2018,5/19/2018 12:00:00 AM,5/15/2018 12:00:00 AM,Tuesday,Religion,Jewish,Hatecrime Happened,Mischief To Property,Rothwell Heights - Beacon Hill North,Sector 32,East,5050120.03,Ward 11 - Beacon Hill-Cyrville,Tim Tierney,Criminal
657,1657,2021,11/1/2021 12:00:00 AM,10/31/2021 12:00:00 AM,Sunday,Race/Ethnicity,Unknown race/ethnicity,Hatecrime Happened,Assault Level 1,Beacon Hill South - Cardinal Heights,Sector 32,East,5050121.02,Ward 11 - Beacon Hill-Cyrville,Tim Tierney,Criminal
658,1658,2018,8/3/2018 12:00:00 AM,8/2/2018 12:00:00 AM,Thursday,Sexual Orientation,LGBTQ2+,Hatecrime Suspected,Mischief To Property,Orléans Avalon - Notting Gate - Fallingbrook - Gardenway South,Sector 31,East,5050171.14,Ward 19 - Orléans South-Navan,Catherine Kitts,Criminal
659,1659,2021,6/12/2021 12:00:00 AM,6/12/2021 12:00:00 AM,Saturday,Race/Ethnicity,Black,Hatecrime Happened,Mischief To Property,Navan - Carlsbad Springs,Sector 37,East,5050171.03,Ward 19 - Orléans South-Navan,Catherine Kitts,Criminal
660,1660,2023,5/23/2023 12:00:00 AM,5/12/2023 12:00:00 AM,Friday,Combination (More than 2 Motivations),Combination (More than 2 Motivations),Hatecrime Happened,Wilful Promotion Of Hatred,Riverside South - Leitrim,Sector 35,East,5050126.07,Ward 22 - Riverside South-Findlay Creek,Steve Desroches,Criminal
661,1661,2023,2/10/2023 12:00:00 AM,2/10/2023 12:00:00 AM,Friday,Gender,Woman,Hatecrime Suspected,Threats Utter To Person,Metcalfe,Sector 36,East,5050190.01,Ward 20 - Osgoode,George Darouze,Criminal
662,1662,2020,4/8/2020 12:00:00 AM,4/8/2020 12:00:00 AM,Wednesday,Religion,Jewish,Hatecrime Happened,Mischief To Property,Osgoode,Sector 36,East,5050191.02,Ward 20 - Osgoode,George Darouze,Criminal
663,1663,2023,11/16/2023 12:00:00 AM,11/3/2023 12:00:00 AM,Friday,Sexual Orientation,LGBTQ2+,Hatecrime Happened,Mischief To Property,Beacon Hill South - Cardinal Heights,Sector 32,East,5050121.02,Ward 11 - Beacon Hill-Cyrville,Tim Tierney,Criminal
664,1664,2023,3/30/2023 12:00:00 AM,3/29/2023 12:00:00 AM,Wednesday,Race/Ethnicity,Black,Hatecrime Happened,Harass Communications,Beacon Hill South - Cardinal Heights,Sector 32,East,5050121.02,Ward 11 - Beacon Hill-Cyrville,Tim Tierney,Criminal
665,1665,2019,6/24/2019 12:00:00 AM,6/24/2019 12:00:00 AM,Monday,Race/Ethnicity,Black,Hatecrime Happened,Mischief To Property,Osgoode,Sector 36,East,5050191.02,Ward 20 - Osgoode,George Darouze,Criminal
666,1666,2020,7/4/2020 12:00:00 AM,7/4/2020 12:00:00 AM,Saturday,Race/Ethnicity,Black,Hatecrime Happened,Mischief To Property,Osgoode,Sector 36,East,5050191.02,Ward 20 - Osgoode,George Darouze,Criminal
667,1667,2022,5/19/2022 12:00:00 AM,5/17/2022 12:00:00 AM,Tuesday,Race/Ethnicity,Multiple Races/Ethnicities,Hatecrime Happened,B&e Residential Property,Vars,Sector 37,East,5050171.06,Ward 19 - Orléans South-Navan,Catherine Kitts,Criminal
668,1668,2023,3/8/2023 12:00:00 AM,3/8/2023 12:00:00 AM,Wednesday,Sexual Orientation,LGBTQ2+,Hatecrime Suspected,Mischief To Property,Beacon Hill South - Cardinal Heights,Sector 32,East,5050121.02,Ward 11 - Beacon Hill-Cyrville,Tim Tierney,Criminal
669,1669,2023,4/20/2023 12:00:00 AM,4/18/2023 12:00:00 AM,Tuesday,Sexual Orientation,LGBTQ2+,Hatecrime Suspected,Mischief To Property,Beacon Hill South - Cardinal Heights,Sector 32,East,5050121.02,Ward 11 - Beacon Hill-Cyrville,Tim Tierney,Criminal
670,1670,2021,5/20/2021 12:00:00 AM,5/20/2021 12:00:00 AM,Thursday,Sexual Orientation,Unknown sexual orientation,Hatecrime Suspected,Threats Utter To Person,Riverside South - Leitrim,Sector 35,East,5050126.09,Ward 22 - Riverside South-Findlay Creek,Steve Desroches,Criminal
671,1671,2020,8/16/2020 12:00:00 AM,6/23/2020 12:00:00 AM,Tuesday,Race/Ethnicity,East and Southeast Asian,Hatecrime Happened,Harass Crim Stalking,Beacon Hill South - Cardinal Heights,Sector 32,East,5050121.02,Ward 11 - Beacon Hill-Cyrville,Tim Tierney,Criminal
672,1672,2023,7/13/2023 12:00:00 AM,7/13/2023 12:00:00 AM,Thursday,Religion,Jewish,Hatecrime Happened,Mischief To Property,Blackburn Hamlet,Sector 31,East,5050125.01,Ward 2 - Orléans West-Innes,Laura Dudas,Criminal
673,1673,2023,6/22/2023 12:00:00 AM,6/22/2023 12:00:00 AM,Thursday,Race/Ethnicity,Black,Hatecrime Happened,Mischief To Property,Blackburn Hamlet,Sector 31,East,5050125.02,Ward 2 - Orléans West-Innes,Laura Dudas,Criminal
674,1674,2021,11/7/2021 12:00:00 AM,11/7/2021 12:00:00 AM,Sunday,Religion,Jewish,Hatecrime Happened,Mischief To Property,Orléans North West,Sector 31,East,5050124.04,Ward 2 - Orléans West-Innes,Laura Dudas,Criminal
675,1675,2020,4/22/2020 12:00:00 AM,4/19/2020 12:00:00 AM,Sunday,Race/Ethnicity,Black,Hatecrime Happened,Harass Communications,Orléans Chapel Hill South,Sector 31,East,5050125.10,Ward 19 - Orléans South-Navan,Catherine Kitts,Criminal
676,1676,2023,7/16/2023 12:00:00 AM,7/15/2023 12:00:00 AM,Saturday,Sexual Orientation,LGBTQ2+,Hatecrime Suspected,Theft < $5000,Orléans North West,Sector 31,East,5050124.02,Ward 2 - Orléans West-Innes,Laura Dudas,Criminal
677,1677,2021,11/24/2021 12:00:00 AM,11/21/2021 12:00:00 AM,Sunday,Race/Ethnicity,Black,Hatecrime Happened,B&e Non- Res.prop/ Commercial,Orléans Village - Chateauneuf,Sector 31,East,5050125.05,Ward 2 - Orléans West-Innes,Laura Dudas,Criminal
678,1678,2019,9/2/2019 12:00:00 AM,9/1/2019 12:00:00 AM,Sunday,Race/Ethnicity,East and Southeast Asian,Hatecrime Suspected,Mischief To Property,Orléans Village - Chateauneuf,Sector 31,East,5050125.05,Ward 2 - Orléans West-Innes,Laura Dudas,Criminal
